commit_hash,category,topic,title,files_changed,pr_link,author,accepter_1,accepter_2,accepter_3,merge_into
bb62e9d7c3e,skip,not user facing,Avoid autocast deprecation warning in DataParallel (#130660),torch/nn/parallel/parallel_apply.py,https://github.com/pytorch/pytorch/pull/130660,awaelchli,albanD,fegin,guangyey,
8c9a9960917,dynamo,not user facing,"[3.13, dynamo] support LOAD_FAST_LOAD_FAST and STORE_FAST_STORE_FAST (#130459)",torch/_dynamo/symbolic_convert.py,https://github.com/pytorch/pytorch/pull/130459,williamwen42,jansel,,,
82b2e7a253a,dynamo,not user facing,"[3.13, dynamo] fix CALL_FUNCTION_EX in symbolic_convert (#130460)",torch/_dynamo/symbolic_convert.py,https://github.com/pytorch/pytorch/pull/130460,williamwen42,jansel,,,
e2365c05d79,dynamo,not user facing,"[3.13, dynamo] fix instruction line numbers (#130461)",torch/_dynamo/bytecode_transformation.py,https://github.com/pytorch/pytorch/pull/130461,williamwen42,jansel,,,
539acf7656a,dynamo,not user facing,"[3.13, dynamo] support CALL_KW (#130564)",torch/_dynamo/codegen.py torch/_dynamo/symbolic_convert.py,https://github.com/pytorch/pytorch/pull/130564,williamwen42,jansel,,,
2300bb2a880,dynamo,not user facing,"[3.13, dynamo] support TO_BOOL (#130565)",torch/_dynamo/symbolic_convert.py,https://github.com/pytorch/pytorch/pull/130565,williamwen42,jansel,,,
2af2d26562d,skip,not user facing,[Inductor UT] Generalize device-bias code in test_triton_kernels.py and test_torchinductor.py (#130817),test/inductor/test_torchinductor.py test/inductor/test_triton_kernels.py,https://github.com/pytorch/pytorch/pull/130817,etaf,zou3519,,,
d3a11a01980,inductor,not user facing,[Inductor] Handle device_put op in constant folding. (#130824),torch/_inductor/fx_passes/joint_graph.py,https://github.com/pytorch/pytorch/pull/130824,etaf,EikanWang,eellison,,
e1b2d8f975b,skip,Untopiced,"Revert ""[cuDNN][SDPA] Support `attn_bias` in cuDNN (#130482)""",aten/src/ATen/native/cudnn/MHA.cpp aten/src/ATen/native/cudnn/MHA.h aten/src/ATen/native/transformers/attention.cpp aten/src/ATen/native/transformers/cuda/attention.cu aten/src/ATen/native/transformers/cuda/attention_backward.cu aten/src/ATen/native/transformers/cuda/sdp_utils.cpp aten/src/ATen/native/transformers/sdp_utils_cpp.h,,,,,,
4b7ff356221,skip,not user facing,Fix flex_attention import in score_mod (#130906),benchmarks/transformer/score_mod.py,https://github.com/pytorch/pytorch/pull/130906,AlnisM,Chillee,,,
d027aef8f86,skip,Untopiced,"Revert ""Removed q_num_blocks from constructor (#130819)""",test/inductor/test_flex_attention.py torch/nn/attention/flex_attention.py,,,,,,
94a910b43b5,skip,Untopiced,"Revert ""Renamed mask_fn to mask_mod (#130818)""",test/inductor/test_flex_attention.py torch/_higher_order_ops/flex_attention.py torch/_inductor/kernel/flex_attention.py torch/nn/attention/flex_attention.py,,,,,,
cbf274d4a75,inductor,Untopiced,[aoti] Add packaging solution (#129895),test/inductor/test_aot_inductor_package.py torch/_inductor/codecache.py torch/_inductor/config.py torch/_inductor/cpp_builder.py torch/_inductor/package/__init__.py torch/_inductor/package/build_package.py torch/_inductor/package/package.py torch/_inductor/package/pt2_archive_constants.py,https://github.com/pytorch/pytorch/pull/129895,angelayi,malfet,,,
76169cf6918,fx,not user facing,[BE][Easy][9/19] enforce style for empty lines in import segments in `test/[e-h]*/` (#129760),test/export/opinfo_schema.py test/export/test_converter.py test/export/test_experimental.py test/export/test_export.py test/export/test_export_nonstrict.py test/export/test_export_training_ir_to_run_decomp.py test/export/test_hop.py test/export/test_lift_unlift.py test/export/test_pass_infra.py test/export/test_passes.py test/export/test_retraceability.py test/export/test_schema.py test/export/test_serdes.py test/export/test_sparse.py test/export/test_tools.py test/export/test_torchbind.py test/export/test_tree_utils.py test/export/test_unflatten.py test/export/test_verifier.py test/export/testing.py test/functorch/attn_ft.py test/functorch/common_utils.py test/functorch/discover_coverage.py test/functorch/functorch_additional_op_db.py test/functorch/test_aotdispatch.py test/functorch/test_control_flow.py test/functorch/test_dims.py test/functorch/test_eager_transforms.py test/functorch/test_memory_efficient_fusion.py test/functorch/test_minifier.py test/functorch/test_ops.py test/functorch/test_parsing.py test/functorch/test_rearrange.py test/functorch/test_vmap.py test/functorch/test_vmap_registrations.py test/functorch/xfail_suggester.py test/fx/quantization.py test/fx/test_common_passes.py test/fx/test_cse_pass.py test/fx/test_dce_pass.py test/fx/test_fx_param_shape_control_flow.py test/fx/test_fx_split.py test/fx/test_fx_xform_observer.py test/fx/test_matcher_utils.py test/fx/test_partitioner_order.py test/fx/test_pass_infra.py test/fx/test_source_matcher_utils.py test/fx/test_subgraph_rewriter.py test/higher_order_ops/test_with_effects.py tools/linter/adapters/ufmt_linter.py,https://github.com/pytorch/pytorch/pull/129760,XuehaiPan,ezyang,,,
32995dec281,skip,not user facing,Add support for XPU accumulate type (#128579),aten/src/ATen/AccumulateType.h,https://github.com/pytorch/pytorch/pull/128579,xytintel,EikanWang,albanD,,
c0ed38e644a,distributed,not user facing,[BE][Easy][3/19] enforce style for empty lines in import segments in `benchmarks/` (#129754),benchmarks/compare-fastrnn-results.py benchmarks/distributed/rpc/parameter_server/data/__init__.py benchmarks/distributed/rpc/parameter_server/models/__init__.py benchmarks/distributed/rpc/parameter_server/server/__init__.py benchmarks/distributed/rpc/parameter_server/trainer/__init__.py benchmarks/distributed/rpc/parameter_server/utils.py benchmarks/distributed/rpc/rl/coordinator.py benchmarks/distributed/rpc/rl/launcher.py benchmarks/dynamo/benchmarks.py benchmarks/dynamo/ci_expected_accuracy/update_expected.py benchmarks/dynamo/combine_csv.py benchmarks/dynamo/common.py benchmarks/dynamo/dist_util.py benchmarks/dynamo/distributed.py benchmarks/dynamo/huggingface.py benchmarks/dynamo/microbenchmarks/bench_mm_fusion.py benchmarks/dynamo/microbenchmarks/fx_microbenchmarks.py benchmarks/dynamo/microbenchmarks/inductor_bmm.py benchmarks/dynamo/microbenchmarks/inductor_mm.py benchmarks/dynamo/microbenchmarks/matmul_relu.py benchmarks/dynamo/microbenchmarks/microbench.py benchmarks/dynamo/microbenchmarks/operator_inp_utils.py benchmarks/dynamo/microbenchmarks/operatorbench.py benchmarks/dynamo/parse_logs.py benchmarks/dynamo/runner.py benchmarks/dynamo/test.py benchmarks/dynamo/timm_models.py benchmarks/dynamo/torchbench.py benchmarks/dynamo/training_loss.py benchmarks/fastrnns/__init__.py benchmarks/fastrnns/conftest.py benchmarks/fastrnns/custom_lstms.py benchmarks/fastrnns/scratch.py benchmarks/framework_overhead_benchmark/framework_overhead_benchmark.py benchmarks/framework_overhead_benchmark/utils.py benchmarks/functional_autograd_benchmark/audio_text_models.py benchmarks/functional_autograd_benchmark/functional_autograd_benchmark.py benchmarks/functional_autograd_benchmark/torchaudio_models.py benchmarks/functional_autograd_benchmark/torchvision_models.py benchmarks/functional_autograd_benchmark/utils.py benchmarks/functional_autograd_benchmark/vision_models.py benchmarks/fuser/plot_speedups.py benchmarks/fuser/run_benchmarks.py benchmarks/gpt_fast/benchmark.py benchmarks/gpt_fast/generate.py benchmarks/gpt_fast/mixtral_moe_quantize.py benchmarks/inference/process_metrics.py benchmarks/inference/server.py benchmarks/instruction_counts/core/api.py benchmarks/instruction_counts/core/expand.py benchmarks/instruction_counts/execution/work.py benchmarks/operator_benchmark/benchmark_all_other_test.py benchmarks/operator_benchmark/benchmark_all_test.py benchmarks/operator_benchmark/benchmark_core.py benchmarks/operator_benchmark/benchmark_runner.py benchmarks/operator_benchmark/common/repeat_benchmark.py benchmarks/operator_benchmark/common/tests/jit_forward_test.py benchmarks/operator_benchmark/common/tests/pt_configs_list_test.py benchmarks/operator_benchmark/operator_benchmark.py benchmarks/operator_benchmark/pt/add_test.py benchmarks/operator_benchmark/pt/ao_sparsifier_test.py benchmarks/operator_benchmark/pt/batchnorm_test.py benchmarks/operator_benchmark/pt/binary_test.py benchmarks/operator_benchmark/pt/bmm_test.py benchmarks/operator_benchmark/pt/channel_shuffle_test.py benchmarks/operator_benchmark/pt/chunk_test.py benchmarks/operator_benchmark/pt/clip_ranges_test.py benchmarks/operator_benchmark/pt/configs.py benchmarks/operator_benchmark/pt/conv_test.py benchmarks/operator_benchmark/pt/diag_test.py benchmarks/operator_benchmark/pt/embeddingbag_test.py benchmarks/operator_benchmark/pt/fill_test.py benchmarks/operator_benchmark/pt/gather_test.py benchmarks/operator_benchmark/pt/gelu_test.py benchmarks/operator_benchmark/pt/groupnorm_test.py benchmarks/operator_benchmark/pt/hardsigmoid_test.py benchmarks/operator_benchmark/pt/hardswish_test.py benchmarks/operator_benchmark/pt/index_select_test.py benchmarks/operator_benchmark/pt/instancenorm_test.py benchmarks/operator_benchmark/pt/interpolate_test.py benchmarks/operator_benchmark/pt/layernorm_test.py benchmarks/operator_benchmark/pt/linear_prepack_fp16_test.py benchmarks/operator_benchmark/pt/linear_test.py benchmarks/operator_benchmark/pt/linear_unpack_fp16_test.py benchmarks/operator_benchmark/pt/matmul_test.py benchmarks/operator_benchmark/pt/matrix_mult_test.py benchmarks/operator_benchmark/pt/pool_test.py benchmarks/operator_benchmark/pt/qactivation_test.py benchmarks/operator_benchmark/pt/qarithmetic_test.py benchmarks/operator_benchmark/pt/qatembedding_ops_test.py benchmarks/operator_benchmark/pt/qbatchnorm_test.py benchmarks/operator_benchmark/pt/qcomparators_test.py benchmarks/operator_benchmark/pt/qconv_test.py benchmarks/operator_benchmark/pt/qembedding_bag_lookups_test.py benchmarks/operator_benchmark/pt/qembedding_pack_test.py benchmarks/operator_benchmark/pt/qembeddingbag_test.py benchmarks/operator_benchmark/pt/qgroupnorm_test.py benchmarks/operator_benchmark/pt/qinstancenorm_test.py benchmarks/operator_benchmark/pt/qinterpolate_test.py benchmarks/operator_benchmark/pt/qlayernorm_test.py benchmarks/operator_benchmark/pt/qlinear_test.py benchmarks/operator_benchmark/pt/qobserver_test.py benchmarks/operator_benchmark/pt/qpool_test.py benchmarks/operator_benchmark/pt/qrnn_test.py benchmarks/operator_benchmark/pt/qtensor_method_test.py benchmarks/operator_benchmark/pt/quantization_test.py benchmarks/operator_benchmark/pt/qunary_test.py benchmarks/operator_benchmark/pt/remainder_test.py benchmarks/operator_benchmark/pt/softmax_test.py benchmarks/operator_benchmark/pt/split_test.py benchmarks/operator_benchmark/pt/sum_test.py benchmarks/operator_benchmark/pt/tensor_to_test.py benchmarks/operator_benchmark/pt/unary_test.py benchmarks/operator_benchmark/pt_extension/setup.py benchmarks/overrides_benchmark/bench.py benchmarks/overrides_benchmark/common.py benchmarks/overrides_benchmark/pyspybench.py benchmarks/profiler_benchmark/profiler_bench.py benchmarks/profiler_benchmark/resnet_memory_profiler.py benchmarks/serialization/nested_annotation_str.py benchmarks/serialization/simple_measurement.py benchmarks/tensorexpr/__main__.py benchmarks/transformer/better_transformer_vs_mha_functional.py benchmarks/transformer/score_mod.py benchmarks/transformer/sdp.py tools/linter/adapters/ufmt_linter.py,https://github.com/pytorch/pytorch/pull/129754,XuehaiPan,ezyang,,,
b29b23137cc,composability,not user facing,[Easy] Fix argument name collision in dispatched functions (#129562),torch/_meta_registrations.py torch/_ops.py torch/testing/_internal/distributed/distributed_test.py,https://github.com/pytorch/pytorch/pull/129562,XuehaiPan,fegin,zou3519,,
b7d2abd766c,inductor,Untopiced,Fix vectorized ops.masked (#130130),test/inductor/test_torchinductor.py torch/_inductor/codegen/common.py torch/_inductor/codegen/cpp.py,https://github.com/pytorch/pytorch/pull/130130,isuruf,jgong5,lezcano,,
1fb572289bf,distributed,Untopiced,[BE][c10d] Add a warning messages in the comment about cuda hang (#130844),torch/csrc/distributed/c10d/ProcessGroupNCCL.cpp,https://github.com/pytorch/pytorch/pull/130844,fduwjj,wconstab,,,
6e916f112fc,inductor,not user facing,[inductor] skip fx remote cache for 2 tests in test_metrics.py (#130853),test/inductor/test_metrics.py,https://github.com/pytorch/pytorch/pull/130853,masnesral,oulgen,,,
af0b5ee924e,python_frontend,not user facing,"Reduce number of samples in {svd,pca}_lowrank OpInfos (#127199)",test/functorch/test_ops.py torch/testing/_internal/common_methods_invocations.py,https://github.com/pytorch/pytorch/pull/127199,lezcano,peterbell10,zou3519,,
1e13cb2f28c,inductor,not user facing,Log cache state to structured logs (#130845),test/dynamo/test_structured_trace.py test/functorch/test_aotdispatch.py torch/_functorch/_aot_autograd/autograd_cache.py torch/_inductor/codecache.py,https://github.com/pytorch/pytorch/pull/130845,oulgen,jamesjwu,,,
db3290846e4,distributed,not user facing,[BE][Easy][10/19] enforce style for empty lines in import segments in `test/d*/` (#129761),test/distributed/_composable/fsdp/test_fully_shard_autograd.py test/distributed/_composable/fsdp/test_fully_shard_comm.py test/distributed/_composable/fsdp/test_fully_shard_compile.py test/distributed/_composable/fsdp/test_fully_shard_extensions.py test/distributed/_composable/fsdp/test_fully_shard_frozen.py test/distributed/_composable/fsdp/test_fully_shard_logging.py test/distributed/_composable/fsdp/test_fully_shard_memory.py test/distributed/_composable/fsdp/test_fully_shard_mixed_precision.py test/distributed/_composable/fsdp/test_fully_shard_overlap.py test/distributed/_composable/fsdp/test_fully_shard_state_dict.py test/distributed/_composable/fsdp/test_fully_shard_training.py test/distributed/_composable/fully_shard/test_fully_shard_compile.py test/distributed/_composable/fully_shard/test_fully_shard_init.py test/distributed/_composable/fully_shard/test_fully_shard_model_checkpoint.py test/distributed/_composable/fully_shard/test_fully_shard_optim_checkpoint.py test/distributed/_composable/fully_shard/test_fully_shard_runtime.py test/distributed/_composable/fully_shard/test_fully_shard_util.py test/distributed/_composable/test_compose.py test/distributed/_shard/sharded_optim/test_sharded_optim.py test/distributed/_shard/sharded_tensor/ops/test_binary_cmp.py test/distributed/_shard/sharded_tensor/ops/test_embedding.py test/distributed/_shard/sharded_tensor/ops/test_embedding_bag.py test/distributed/_shard/sharded_tensor/ops/test_init.py test/distributed/_shard/sharded_tensor/ops/test_tensor_ops.py test/distributed/_shard/sharded_tensor/test_sharded_tensor.py test/distributed/_shard/sharded_tensor/test_sharded_tensor_reshard.py test/distributed/_shard/sharding_plan/test_sharding_plan.py test/distributed/_shard/test_sharder.py test/distributed/_spmd/test_data_parallel.py test/distributed/_tensor/debug/test_comm_mode.py test/distributed/_tensor/debug/test_op_coverage.py test/distributed/_tensor/test_common_rules.py test/distributed/_tensor/test_convolution_ops.py test/distributed/_tensor/test_dtensor.py test/distributed/_tensor/test_dtensor_compile.py test/distributed/_tensor/test_dtensor_ops.py test/distributed/_tensor/test_embedding_ops.py test/distributed/_tensor/test_experimental_ops.py test/distributed/_tensor/test_math_ops.py test/distributed/_tensor/test_op_strategy.py test/distributed/_tensor/test_optimizers.py test/distributed/_tensor/test_pointwise_ops.py test/distributed/_tensor/test_random_ops.py test/distributed/_tensor/test_redistribute.py test/distributed/_tensor/test_utils.py test/distributed/_tools/test_fsdp2_mem_tracker.py test/distributed/_tools/test_memory_tracker.py test/distributed/algorithms/ddp_comm_hooks/test_ddp_hooks.py test/distributed/algorithms/quantization/test_quantization.py test/distributed/algorithms/test_join.py test/distributed/checkpoint/e2e/test_e2e_save_and_load.py test/distributed/checkpoint/fsdp/test_fsdp_dsd.py test/distributed/checkpoint/test_checkpoint.py test/distributed/checkpoint/test_file_system_checkpoint.py test/distributed/checkpoint/test_file_system_checkpoint_cpu.py test/distributed/checkpoint/test_format_utils.py test/distributed/checkpoint/test_fsdp_model_state.py test/distributed/checkpoint/test_fsdp_optim_state.py test/distributed/checkpoint/test_fsdp_tp_checkpoint_conversion.py test/distributed/checkpoint/test_hsdp_checkpoint.py test/distributed/checkpoint/test_planner.py test/distributed/checkpoint/test_state_dict_utils.py test/distributed/checkpoint/test_tp_checkpoint.py test/distributed/checkpoint/test_traverse.py test/distributed/checkpoint/test_utils.py test/distributed/elastic/agent/server/test/api_test.py test/distributed/elastic/rendezvous/c10d_rendezvous_backend_test.py test/distributed/elastic/rendezvous/dynamic_rendezvous_test.py test/distributed/elastic/rendezvous/etcd_rendezvous_backend_test.py test/distributed/elastic/rendezvous/etcd_rendezvous_test.py test/distributed/elastic/rendezvous/etcd_server_test.py test/distributed/elastic/utils/logging_test.py test/distributed/elastic/utils/util_test.py test/distributed/fsdp/test_checkpoint_wrapper.py test/distributed/fsdp/test_distributed_checkpoint.py test/distributed/fsdp/test_fsdp_apply.py test/distributed/fsdp/test_fsdp_checkpoint.py test/distributed/fsdp/test_fsdp_clip_grad_norm.py test/distributed/fsdp/test_fsdp_comm.py test/distributed/fsdp/test_fsdp_comm_hooks.py test/distributed/fsdp/test_fsdp_core.py test/distributed/fsdp/test_fsdp_dtensor_state_dict.py test/distributed/fsdp/test_fsdp_exec_order.py test/distributed/fsdp/test_fsdp_fine_tune.py test/distributed/fsdp/test_fsdp_flatten_params.py test/distributed/fsdp/test_fsdp_freezing_weights.py test/distributed/fsdp/test_fsdp_grad_acc.py test/distributed/fsdp/test_fsdp_hybrid_shard.py test/distributed/fsdp/test_fsdp_ignored_modules.py test/distributed/fsdp/test_fsdp_input.py test/distributed/fsdp/test_fsdp_memory.py test/distributed/fsdp/test_fsdp_meta.py test/distributed/fsdp/test_fsdp_misc.py test/distributed/fsdp/test_fsdp_mixed_precision.py test/distributed/fsdp/test_fsdp_multiple_forward.py test/distributed/fsdp/test_fsdp_multiple_wrapping.py test/distributed/fsdp/test_fsdp_optim_state.py test/distributed/fsdp/test_fsdp_overlap.py test/distributed/fsdp/test_fsdp_pure_fp16.py test/distributed/fsdp/test_fsdp_sharded_grad_scaler.py test/distributed/fsdp/test_fsdp_state_dict.py test/distributed/fsdp/test_fsdp_tp_integration.py test/distributed/fsdp/test_fsdp_traversal.py test/distributed/fsdp/test_fsdp_uneven.py test/distributed/fsdp/test_fsdp_unshard_params.py test/distributed/fsdp/test_fsdp_use_orig_params.py test/distributed/fsdp/test_hsdp_dtensor_state_dict.py test/distributed/fsdp/test_shard_utils.py test/distributed/fsdp/test_utils.py test/distributed/optim/test_apply_optimizer_in_backward.py test/distributed/optim/test_named_optimizer.py test/distributed/optim/test_zero_redundancy_optimizer.py test/distributed/pipelining/schedule_registry.py test/distributed/pipelining/test_composability.py test/distributed/pipelining/test_schedule.py test/distributed/pipelining/test_schedule_multiproc.py test/distributed/pipelining/test_stage.py test/distributed/rpc/cuda/test_tensorpipe_agent.py test/distributed/rpc/test_faulty_agent.py test/distributed/rpc/test_share_memory.py test/distributed/rpc/test_tensorpipe_agent.py test/distributed/tensor/parallel/test_ddp_2d_parallel.py test/distributed/tensor/parallel/test_fsdp_2d_parallel.py test/distributed/tensor/parallel/test_tp_random_state.py test/distributed/tensor/parallel/test_tp_style.py test/distributed/test_c10d_common.py test/distributed/test_c10d_functional_native.py test/distributed/test_c10d_gloo.py test/distributed/test_c10d_logger.py test/distributed/test_c10d_nccl.py test/distributed/test_c10d_object_collectives.py test/distributed/test_c10d_ops_nccl.py test/distributed/test_c10d_spawn.py test/distributed/test_c10d_spawn_gloo.py test/distributed/test_c10d_spawn_nccl.py test/distributed/test_c10d_spawn_ucc.py test/distributed/test_c10d_ucc.py test/distributed/test_data_parallel.py test/distributed/test_device_mesh.py test/distributed/test_distributed_spawn.py test/distributed/test_fake_pg.py test/distributed/test_functional_api.py test/distributed/test_launcher.py test/distributed/test_multi_threaded_pg.py test/distributed/test_nccl.py test/distributed/test_store.py test/distributed/test_symmetric_memory.py test/distributions/test_distributions.py tools/linter/adapters/ufmt_linter.py,https://github.com/pytorch/pytorch/pull/129761,XuehaiPan,fegin,,,
d552e5c3d55,releng,not user facing,Fix ciflow/nightly triggering commit hash update workflow (#130570),.github/workflows/nightly.yml,https://github.com/pytorch/pytorch/pull/130570,clee2000,ZainRizvi,,,
ef0511245a9,skip,Untopiced,"[ts-migration] Support RaiseException, prim::Unitialized, prim::Enter, and prim::Exit (#129416)",test/export/test_converter.py torch/_export/converter.py,https://github.com/pytorch/pytorch/pull/129416,BoyuanFeng,angelayi,,,
d96c80649f3,Uncategorized,Untopiced,[export] constants & non-persistent buffers for training IR (#130864),test/export/test_export.py torch/export/exported_program.py,https://github.com/pytorch/pytorch/pull/130864,pianpwk,angelayi,,,
480a5bd8819,skip,Untopiced,Renamed mask_fn to mask_mod (#130818),test/inductor/test_flex_attention.py torch/_higher_order_ops/flex_attention.py torch/_inductor/kernel/flex_attention.py torch/nn/attention/flex_attention.py,https://github.com/pytorch/pytorch/pull/130818,Chillee,drisspg,,,
efefea52e0b,inductor,Untopiced,renamed inductor kernel args in flexattention properly (#130869),torch/_inductor/kernel/flex_attention.py,https://github.com/pytorch/pytorch/pull/130869,Chillee,drisspg,joydddd,,
752c8178982,inductor,not user facing,[AOTI][refactor] Unify UserDefinedTritonKernel.codegen (#130796),torch/_inductor/codegen/cpp_wrapper_cpu.py torch/_inductor/codegen/cpp_wrapper_cuda.py torch/_inductor/codegen/wrapper.py torch/_inductor/ir.py,https://github.com/pytorch/pytorch/pull/130796,desertfire,oulgen,,,
bea6762c013,distributed,Untopiced,Add guards on subclass metadata (#130779),test/distributed/_tensor/test_dtensor_compile.py test/dynamo/test_subclasses.py torch/_dynamo/guards.py torch/_dynamo/variables/builder.py,https://github.com/pytorch/pytorch/pull/130779,mlazos,anijain2305,bdhirsh,,
470f07c8401,dynamo,Untopiced,Add guard override capability for tensor subclass metadata (#130780),test/dynamo/test_subclasses.py torch/_dynamo/guards.py torch/_dynamo/utils.py,https://github.com/pytorch/pytorch/pull/130780,mlazos,anijain2305,bdhirsh,,
e4f9d01cd9a,skip,not user facing,Add test for dataclass field accesses (#130848),test/dynamo/test_repros.py,https://github.com/pytorch/pytorch/pull/130848,mlazos,anijain2305,williamwen42,,
b0387449db4,skip,Untopiced,Ensure staticmethods can be allowed in graph (#130882),test/dynamo/test_repros.py torch/_dynamo/variables/user_defined.py,https://github.com/pytorch/pytorch/pull/130882,mlazos,anijain2305,williamwen42,,
1bf4a44b335,skip,Untopiced,"Revert ""[ts-migration] Support RaiseException, prim::Unitialized, prim::Enter, and prim::Exit (#129416)""",test/export/test_converter.py torch/_export/converter.py,,,,,,
41f5d5dcafb,skip,Untopiced,"Revert ""[inductor] adapte windows file path (#130713)""",test/functorch/test_eager_transforms.py torch/_inductor/codecache.py torch/_inductor/cpp_builder.py torch/_inductor/cpu_vec_isa.py,,,,,,
882fd918692,skip,Untopiced,Relax constraints for creating a `GenericContextWrappingVariable` (#129091),test/dynamo/test_ctx_manager.py torch/_dynamo/symbolic_convert.py torch/_dynamo/variables/ctx_manager.py torch/_dynamo/variables/user_defined.py,https://github.com/pytorch/pytorch/pull/129091,guilhermeleobas,yanboliang,zou3519,,
a8bd2933d9e,skip,not user facing,wrap self.call_function(...) in try finally block to undo changes to self.kw_names (#130490),test/dynamo/test_exceptions.py torch/_dynamo/symbolic_convert.py,https://github.com/pytorch/pytorch/pull/130490,guilhermeleobas,williamwen42,zou3519,,
65b4163bd22,dynamo,not user facing,[dynamo][nn-module] Make slice getitem on nn module container sourceless (#130852),torch/_dynamo/variables/builder.py torch/_dynamo/variables/nn_module.py,https://github.com/pytorch/pytorch/pull/130852,anijain2305,mlazos,,,
c49f909aab0,skip,Untopiced,"Revert ""wrap self.call_function(...) in try finally block to undo changes to self.kw_names (#130490)""",test/dynamo/test_exceptions.py torch/_dynamo/symbolic_convert.py,,,,,,
0b134c15cdf,skip,Untopiced,"Revert ""Relax constraints for creating a `GenericContextWrappingVariable` (#129091)""",test/dynamo/test_ctx_manager.py torch/_dynamo/symbolic_convert.py torch/_dynamo/variables/ctx_manager.py torch/_dynamo/variables/user_defined.py,,,,,,
4112f687831,skip,not user facing,Define key in codecache (#130979),torch/_inductor/codecache.py,https://github.com/pytorch/pytorch/pull/130979,oulgen,jamesjwu,,,
f0faecd2915,skip,Untopiced,"[ts-migration] Support RaiseException, prim::Unitialized, prim::Enter, and prim::Exit (#129416)",test/export/test_converter.py torch/_export/converter.py,https://github.com/pytorch/pytorch/pull/129416,BoyuanFeng,angelayi,,,
df5919393c9,skip,Untopiced,[ROCm] std::clamp work-around for hip-clang compiler (#127812),aten/src/ATen/native/cuda/IndexKernel.cu,https://github.com/pytorch/pytorch/pull/127812,jeffdaily,hongxiayang,malfet,,
ebdfc7e37da,skip,not user facing,[BE] Rename `ISORT_WHITELIST` to `ISORT_SKIPLIST` (#130987),tools/linter/adapters/ufmt_linter.py,https://github.com/pytorch/pytorch/pull/130987,malfet,ZainRizvi,seemethere,,
0eb43ed1895,skip,Untopiced,"Revert ""[ts-migration] Support RaiseException, prim::Unitialized, prim::Enter, and prim::Exit (#129416)""",test/export/test_converter.py torch/_export/converter.py,,,,,,
43a6d208834,composability,Untopiced,"Add decomposition for reflection_pad{1,2,3}d_backward (#130299)",test/expect/HasDecompTest.test_has_decomposition.expect test/test_decomp.py torch/_decomp/__init__.py torch/_decomp/decompositions.py torch/_inductor/lowering.py,https://github.com/pytorch/pytorch/pull/130299,isuruf,lezcano,,,
874bbc53c9d,skip,Untopiced,"Revert ""Define key in codecache (#130979)""",torch/_inductor/codecache.py,,,,,,
90105a4f3e7,skip,Untopiced,"[ts-migration] Support RaiseException, prim::Unitialized, prim::Enter, and prim::Exit (#129416)",test/export/test_converter.py torch/_export/converter.py,https://github.com/pytorch/pytorch/pull/129416,BoyuanFeng,angelayi,,,
ff7e021e949,distributed,Untopiced,[Reland][PT-D] Relaxed `contract` to allow `Sequence[nn.Module]` (#127773) (#130947),test/distributed/_composable/test_contract.py torch/distributed/_composable/contract.py torch/distributed/utils.py,https://github.com/pytorch/pytorch/pull/130947,awgu,atalman,weifengpy,,
31e33300407,distributed,Untopiced,[Reland][FSDP2] Allowed `List[nn.Module]` as arg (#130949),test/distributed/_composable/fsdp/test_fully_shard_comm.py test/distributed/_composable/fsdp/test_fully_shard_compile.py test/distributed/_composable/fsdp/test_fully_shard_init.py test/distributed/_composable/fsdp/test_fully_shard_training.py torch/distributed/_composable/fsdp/_fsdp_init.py torch/distributed/_composable/fsdp/_fsdp_param_group.py torch/distributed/_composable/fsdp/_fsdp_state.py torch/distributed/_composable/fsdp/fully_shard.py,https://github.com/pytorch/pytorch/pull/130949,awgu,weifengpy,,,
a0da1265c5e,skip,not user facing,Define key in codecache (#130979),torch/_inductor/codecache.py,https://github.com/pytorch/pytorch/pull/130979,oulgen,jamesjwu,,,
442bfa7fc4d,inductor,not user facing,Fix mypy error (#130992),torch/_inductor/codecache.py,https://github.com/pytorch/pytorch/pull/130992,oulgen,izaitsevfb,,,
fc3dbcd1c3b,inductor,Untopiced,[Traceable FSDP2][Inductor] Re-inplace all_gather_into_tensor (#129773),test/distributed/_composable/fsdp/test_fully_shard_compile.py torch/_inductor/comms.py torch/_inductor/fx_passes/post_grad.py torch/_inductor/ir.py torch/_inductor/lowering.py,https://github.com/pytorch/pytorch/pull/129773,yf225,eellison,,,
d77af49380d,distributed,Untopiced,[Traceable FSDP2] Preserve fsdp.set_ op through lowering; Add unit test for multiple .set_ into same primal; Add unit test for FSDP2 module layer reuse (#130786),test/distributed/_composable/fsdp/test_fully_shard_compile.py test/functorch/test_aotdispatch.py torch/_functorch/_aot_autograd/functional_utils.py torch/_inductor/lowering.py torch/distributed/_composable/fsdp/_fsdp_param.py,https://github.com/pytorch/pytorch/pull/130786,yf225,bdhirsh,,,
e14d1d10ef9,inductor,not user facing,Unwrap Identity in prepare indexing (#130967),torch/_inductor/codegen/simd.py,https://github.com/pytorch/pytorch/pull/130967,eellison,Chillee,jansel,,
